Edad,Género,Artículo_Comprado,Categoría,Precio_USD,Ubicación,Tamaño,Color,Temporada,Calificación_de_Reseña,Estado_de_Suscripción,Tipo_de_Envío,Descuento_Aplicado,Código_Promo_Usado,Compras_Anteriores,Método_de_Pago,Frecuencia_de_Compras
31,Masculino,Camiseta,Ropa,78,Oklahoma,L,Green,Summer,2.9,No,Express,No,No,50,PayPal,Annually
68,Masculino,Suéter,Ropa,31,Michigan,M,Silver,Spring,4.4,No,Free Shipping,No,No,36,Cash,Fortnightly
49,Masculino,Camisa,Ropa,23,Oregon,M,Blue,Winter,3.6,No,Next Day Air,No,No,12,Bank Transfer,Bi-Weekly
23,Masculino,Sombrero,Accesorios,25,Idaho,M,Brown,Spring,4.5,No,Store Pickup,No,No,23,Cash,Monthly
30,Masculino,Pantalones,Ropa,86,Indiana,S,Red,Summer,3.7,No,Store Pickup,No,No,21,Venmo,Weekly
53,Masculino,Zapatos,Calzado,88,New Mexico,M,Gold,Spring,2.8,No,Free Shipping,No,No,47,Venmo,Weekly
65,Masculino,Guantes,Accesorios,35,South Carolina,M,Silver,Spring,4.5,No,Free Shipping,No,No,38,Venmo,Bi-Weekly
60,Masculino,Joyería,Accesorios,34,Vermont,M,Gray,Fall,4.4,No,Standard,No,No,40,Credit Card,Every 3 Months
46,Masculino,Pantalones,Ropa,75,Delaware,M,Black,Winter,3.3,No,Standard,No,No,35,PayPal,Quarterly
54,Masculino,Sudadera con Capucha,Ropa,46,North Dakota,XL,Beige,Winter,4.2,No,Express,No,No,4,Credit Card,Quarterly
59,Masculino,Joyería,Accesorios,31,California,L,Peach,Fall,2.7,No,Free Shipping,No,No,28,Venmo,Every 3 Months
52,Masculino,Calcetines,Ropa,93,Montana,L,Cyan,Spring,3.9,No,Store Pickup,No,No,36,Debit Card,Every 3 Months
41,Masculino,Gafas de Sol,Accesorios,85,Missouri,XL,Pink,Spring,2.6,No,Free Shipping,No,No,15,Bank Transfer,Annually
43,Masculino,Cinturón,Accesorios,68,Tennessee,M,Lavender,Fall,4.5,No,2-Day Shipping,No,No,7,Cash,Fortnightly
63,Masculino,Vestido,Ropa,40,Virginia,M,Brown,Spring,2.7,No,Store Pickup,No,No,29,PayPal,Every 3 Months
37,Masculino,Camisa,Ropa,51,Vermont,M,Magenta,Winter,2.9,No,Standard,No,No,12,Debit Card,Annually
44,Masculino,Bufanda,Accesorios,85,Rhode Island,M,Violet,Winter,3.4,No,Store Pickup,No,No,16,Bank Transfer,Bi-Weekly
67,Masculino,Chaqueta,Ropa ext,23,Kansas,M,Teal,Summer,2.9,No,Express,No,No,50,Debit Card,Bi-Weekly
27,Masculino,Vestido,Ropa,28,Colorado,L,Brown,Summer,3.8,No,Free Shipping,No,No,11,Debit Card,Annually
60,Masculino,Calcetines,Ropa,44,Georgia,M,Olive,Fall,4.2,No,2-Day Shipping,No,No,28,Debit Card,Quarterly
58,Masculino,Joyería,Accesorios,57,Nebraska,M,Indigo,Spring,3.5,No,Store Pickup,No,No,36,Venmo,Bi-Weekly
53,Masculino,Bufanda,Accesorios,98,Missouri,S,Red,Fall,3.1,No,Next Day Air,No,No,38,PayPal,Quarterly
43,Masculino,Mochila,Accesorios,68,Alaska,M,Olive,Winter,3.5,No,2-Day Shipping,No,No,32,Bank Transfer,Monthly
32,Masculino,Chaqueta,Ropa ext,36,Virginia,L,Teal,Fall,4.0,No,Express,No,No,42,Debit Card,Weekly
54,Masculino,Abrigo,Ropa ext,71,Nebraska,L,Cyan,Spring,3.7,No,Express,No,No,22,Debit Card,Bi-Weekly
47,Masculino,Falda,Ropa,60,Rhode Island,M,Teal,Fall,4.2,No,Next Day Air,No,No,22,Venmo,Quarterly
57,Masculino,Abrigo,Ropa ext,87,New Hampshire,M,Beige,Fall,4.8,No,Store Pickup,No,No,31,PayPal,Quarterly
63,Masculino,Zapatos,Calzado,38,Alabama,XL,Magenta,Winter,4.1,No,Express,No,No,28,Credit Card,Monthly
70,Masculino,Botas,Calzado,45,North Carolina,M,Indigo,Spring,4.5,No,2-Day Shipping,No,No,40,Debit Card,Weekly
62,Masculino,Abrigo,Ropa ext,47,New Mexico,L,Cyan,Fall,2.7,No,2-Day Shipping,No,No,21,PayPal,Weekly
40,Masculino,Falda,Ropa,57,Minnesota,L,Orange,Fall,2.8,No,Store Pickup,No,No,12,PayPal,Every 3 Months
25,Masculino,Mochila,Accesorios,68,Arizona,L,Violet,Summer,3.7,No,Free Shipping,No,No,33,Credit Card,Annually
19,Masculino,Pantalones Cortos,Ropa,52,Montana,M,Red,Fall,3.6,No,Express,No,No,9,Bank Transfer,Fortnightly
25,Masculino,Falda,Ropa,87,Vermont,M,Magenta,Fall,4.7,No,2-Day Shipping,No,No,15,Debit Card,Weekly
21,Masculino,Sombrero,Accesorios,34,Maine,M,Olive,Summer,3.8,No,Standard,No,No,13,Bank Transfer,Annually
55,Masculino,Sandalias,Calzado,41,Virginia,XL,Maroon,Winter,2.9,No,Standard,No,No,35,Credit Card,Fortnightly
34,Masculino,Gafas de Sol,Accesorios,94,California,S,Yellow,Winter,4.6,No,Next Day Air,No,No,1,Debit Card,Every 3 Months
47,Masculino,Gafas de Sol,Accesorios,93,New York,M,Red,Summer,2.8,No,Standard,No,No,25,Bank Transfer,Fortnightly
27,Masculino,Calcetines,Ropa,51,Indiana,XL,Purple,Winter,4.6,No,2-Day Shipping,No,No,20,Credit Card,Every 3 Months
67,Masculino,Suéter,Ropa,42,Mississippi,M,Teal,Fall,2.8,No,Next Day Air,No,No,36,Venmo,Quarterly
40,Masculino,Botas,Calzado,95,New York,M,Red,Winter,3.0,No,Free Shipping,No,No,33,Cash,Weekly
53,Masculino,Bolso,Accesorios,90,New Mexico,M,Brown,Fall,3.7,No,Standard,No,No,36,Cash,Fortnightly
24,Masculino,Vestido,Ropa,98,Kentucky,M,Peach,Winter,4.1,No,2-Day Shipping,No,No,32,PayPal,Annually
47,Masculino,Sombrero,Accesorios,39,North Dakota,M,Maroon,Winter,4.3,No,Next Day Air,No,No,21,Venmo,Quarterly
53,Masculino,Sandalias,Calzado,66,Arkansas,L,Red,Fall,3.8,No,Next Day Air,No,No,48,Venmo,Bi-Weekly
47,Masculino,Zapatos,Calzado,23,Maryland,L,Orange,Winter,3.7,No,Free Shipping,No,No,25,PayPal,Quarterly
38,Masculino,Falda,Ropa,73,Connecticut,S,White,Winter,4.8,No,Standard,No,No,32,PayPal,Annually
48,Masculino,Gafas de Sol,Accesorios,23,Utah,XL,White,Summer,4.6,No,Standard,No,No,45,PayPal,Every 3 Months
47,Masculino,Falda,Ropa,43,Missouri,S,Charcoal,Fall,4.8,No,Standard,No,No,4,Cash,Fortnightly
19,Masculino,Camiseta,Ropa,45,Nebraska,XL,Turquoise,Winter,4.6,No,2-Day Shipping,No,No,19,PayPal,Bi-Weekly
38,Masculino,Sandalias,Calzado,21,Hawaii,L,Orange,Winter,4.0,No,Standard,No,No,1,Bank Transfer,Weekly
57,Masculino,Camisa,Ropa,40,Illinois,M,Orange,Spring,2.6,No,2-Day Shipping,No,No,12,Cash,Weekly
70,Masculino,Jeans,Ropa,58,Vermont,L,Brown,Fall,2.6,No,2-Day Shipping,No,No,18,Venmo,Monthly
38,Masculino,Pantalones Cortos,Ropa,48,New Jersey,L,Magenta,Summer,4.5,No,Next Day Air,No,No,43,Bank Transfer,Bi-Weekly
35,Masculino,Camisa,Ropa,94,Kentucky,M,Violet,Fall,4.2,No,Free Shipping,No,No,31,PayPal,Annually
46,Masculino,Bufanda,Accesorios,74,Wyoming,M,Violet,Spring,3.4,No,Store Pickup,No,No,33,Cash,Every 3 Months
32,Masculino,Bolso,Accesorios,51,Hawaii,L,Yellow,Fall,3.7,No,Store Pickup,No,No,46,PayPal,Monthly
38,Masculino,Falda,Ropa,83,Missouri,M,Maroon,Winter,3.6,No,Next Day Air,No,No,41,Debit Card,Bi-Weekly
41,Masculino,Bolso,Accesorios,68,Mississippi,L,Turquoise,Winter,4.0,No,Next Day Air,No,No,41,Venmo,Fortnightly
19,Masculino,Guantes,Accesorios,84,Massachusetts,XL,Olive,Spring,4.6,No,Standard,No,No,9,Bank Transfer,Fortnightly
18,Masculino,Camisa,Ropa,58,Louisiana,M,Peach,Fall,3.0,No,Free Shipping,No,No,34,Cash,Annually
45,Masculino,Blusa,Ropa,92,West Virginia,L,Charcoal,Winter,3.3,No,Express,No,No,21,PayPal,Annually
23,Masculino,Vestido,Ropa,69,Washington,S,Peach,Summer,3.8,No,Express,No,No,5,Debit Card,Fortnightly
60,Masculino,Pantalones Cortos,Ropa,48,Oregon,S,Black,Summer,2.7,No,Free Shipping,No,No,32,PayPal,Weekly
52,Masculino,Zapatos,Calzado,60,New York,L,Gray,Spring,4.5,No,Express,No,No,44,Bank Transfer,Monthly
42,Masculino,Sandalias,Calzado,20,Iowa,S,Olive,Winter,4.8,No,Next Day Air,No,No,46,PayPal,Bi-Weekly
29,Masculino,Pantalones,Ropa,55,Idaho,M,Turquoise,Summer,4.2,No,Express,No,No,42,Credit Card,Every 3 Months
31,Masculino,Chaqueta,Ropa ext,88,New Jersey,S,Purple,Spring,3.5,No,Express,No,No,50,Credit Card,Bi-Weekly
30,Masculino,Falda,Ropa,48,Ohio,L,Green,Winter,4.9,No,Standard,No,No,33,Venmo,Fortnightly
23,Masculino,Bolso,Accesorios,74,Connecticut,M,Beige,Spring,4.1,No,Next Day Air,No,No,32,Cash,Quarterly
31,Masculino,Abrigo,Ropa ext,42,Florida,M,Brown,Fall,2.9,No,Next Day Air,No,No,32,Bank Transfer,Bi-Weekly
40,Masculino,Suéter,Ropa,32,South Carolina,M,Turquoise,Fall,4.0,No,Next Day Air,No,No,37,Venmo,Every 3 Months
39,Masculino,Pantalones Cortos,Ropa,98,Missouri,M,Yellow,Summer,4.6,No,Store Pickup,No,No,9,Cash,Fortnightly
28,Masculino,Falda,Ropa,89,Rhode Island,S,Lavender,Fall,2.8,No,Store Pickup,No,No,6,PayPal,Fortnightly
23,Masculino,Guantes,Accesorios,97,Delaware,S,Cyan,Summer,5.0,No,2-Day Shipping,No,No,36,Venmo,Quarterly
42,Masculino,Mochila,Accesorios,49,Colorado,S,Olive,Spring,2.9,No,Store Pickup,No,No,1,Cash,Annually
68,Masculino,Vestido,Ropa,50,Nebraska,M,Silver,Spring,3.3,No,Free Shipping,No,No,48,Credit Card,Fortnightly
24,Masculino,Cinturón,Accesorios,91,Vermont,S,Red,Winter,3.4,No,2-Day Shipping,No,No,44,Debit Card,Quarterly
24,Masculino,Guantes,Accesorios,93,Montana,XL,Green,Winter,3.0,No,Express,No,No,9,PayPal,Bi-Weekly
21,Masculino,Joyería,Accesorios,98,Florida,M,Gold,Summer,4.7,No,Standard,No,No,32,Venmo,Annually
49,Masculino,Calcetines,Ropa,82,Delaware,L,Lavender,Fall,2.9,No,Next Day Air,No,No,14,PayPal,Monthly
41,Masculino,Abrigo,Ropa ext,37,Connecticut,M,Yellow,Summer,4.1,No,Store Pickup,No,No,43,Cash,Quarterly
22,Masculino,Bolso,Accesorios,63,Hawaii,M,Black,Fall,3.2,No,Free Shipping,No,No,32,Bank Transfer,Bi-Weekly
42,Masculino,Blusa,Ropa,99,New Mexico,M,Maroon,Winter,2.7,No,Store Pickup,No,No,26,Venmo,Bi-Weekly
30,Masculino,Pantalones Cortos,Ropa,37,Kansas,M,Maroon,Spring,4.7,No,Store Pickup,No,No,2,Cash,Monthly
38,Masculino,Zapatos,Calzado,34,Nevada,S,Gold,Spring,3.2,No,Free Shipping,No,No,16,PayPal,Every 3 Months
40,Masculino,Pantalones Cortos,Ropa,32,North Carolina,M,Violet,Winter,2.5,No,Express,No,No,50,Debit Card,Every 3 Months
55,Masculino,Sandalias,Calzado,23,New Mexico,XL,Teal,Winter,4.3,No,Next Day Air,No,No,6,PayPal,Every 3 Months
37,Masculino,Blusa,Ropa,78,Idaho,M,Violet,Spring,4.4,No,Free Shipping,No,No,20,PayPal,Annually
41,Masculino,Abrigo,Ropa ext,54,California,M,Brown,Winter,4.7,No,Next Day Air,No,No,9,Credit Card,Weekly
38,Masculino,Blusa,Ropa,94,Wisconsin,XL,Brown,Fall,4.0,No,Express,No,No,47,Credit Card,Bi-Weekly
42,Masculino,Cinturón,Accesorios,75,Alaska,S,Maroon,Spring,4.6,No,Express,No,No,33,Credit Card,Annually
26,Masculino,Blusa,Ropa,69,Pennsylvania,S,Maroon,Summer,3.8,No,Next Day Air,No,No,46,Cash,Bi-Weekly
41,Masculino,Bufanda,Accesorios,35,Virginia,L,Yellow,Winter,3.2,No,Next Day Air,No,No,9,Credit Card,Monthly
27,Masculino,Camisa,Ropa,78,California,L,Turquoise,Spring,5.0,No,Express,No,No,8,PayPal,Monthly
61,Masculino,Calcetines,Ropa,29,Kentucky,M,Silver,Summer,3.5,No,Standard,No,No,48,Bank Transfer,Quarterly
58,Masculino,Jeans,Ropa,62,New York,M,Brown,Fall,3.7,No,Next Day Air,No,No,2,Cash,Monthly
25,Masculino,Vestido,Ropa,58,Vermont,M,Gray,Spring,4.8,No,Next Day Air,No,No,31,PayPal,Weekly
33,Masculino,Botas,Calzado,88,Pennsylvania,M,Indigo,Summer,3.7,No,2-Day Shipping,No,No,40,Venmo,Monthly
57,Masculino,Bufanda,Accesorios,80,New York,L,Turquoise,Summer,3.5,No,Free Shipping,No,No,35,Venmo,Monthly
39,Masculino,Bufanda,Accesorios,47,North Carolina,M,Maroon,Summer,4.9,No,Store Pickup,No,No,40,Debit Card,Monthly
60,Masculino,Guantes,Accesorios,51,Wyoming,L,Charcoal,Summer,4.7,No,Next Day Air,No,No,27,Debit Card,Every 3 Months
39,Masculino,Pantalones,Ropa,25,Ohio,L,Peach,Spring,4.9,No,2-Day Shipping,No,No,10,Venmo,Annually
42,Masculino,Vestido,Ropa,36,Alabama,M,Red,Summer,4.3,No,Next Day Air,No,No,23,Credit Card,Weekly
53,Masculino,Vestido,Ropa,79,Rhode Island,M,Indigo,Winter,3.1,No,Free Shipping,No,No,32,Cash,Quarterly
20,Masculino,Jeans,Ropa,41,Oregon,S,Lavender,Winter,3.4,No,2-Day Shipping,No,No,6,Debit Card,Monthly
46,Masculino,Suéter,Ropa,68,North Dakota,XL,Red,Fall,2.7,No,Express,No,No,27,PayPal,Weekly
46,Masculino,Sandalias,Calzado,51,Illinois,L,Green,Spring,2.6,No,Store Pickup,No,No,25,Bank Transfer,Fortnightly
69,Masculino,Bolso,Accesorios,38,New Mexico,M,Gray,Fall,2.9,No,Next Day Air,No,No,11,Credit Card,Annually
28,Masculino,Bufanda,Accesorios,46,Colorado,XL,Violet,Summer,2.7,No,2-Day Shipping,No,No,23,PayPal,Monthly
42,Masculino,Sandalias,Calzado,20,Utah,XL,Beige,Summer,4.5,No,2-Day Shipping,No,No,44,Bank Transfer,Quarterly
30,Masculino,Gafas de Sol,Accesorios,25,Virginia,M,Orange,Summer,3.1,No,Store Pickup,No,No,35,PayPal,Fortnightly
50,Masculino,Suéter,Ropa,89,Maine,L,Purple,Winter,3.2,No,Free Shipping,No,No,45,Debit Card,Every 3 Months
59,Masculino,Pantalones,Ropa,77,Nebraska,M,Brown,Winter,3.3,No,Next Day Air,No,No,22,Bank Transfer,Quarterly
54,Masculino,Sombrero,Accesorios,94,Hawaii,M,Maroon,Fall,2.9,No,Express,No,No,18,Debit Card,Quarterly
50,Masculino,Cinturón,Accesorios,100,Idaho,L,Gold,Fall,4.1,No,Standard,No,No,20,Debit Card,Weekly
25,Masculino,Sandalias,Calzado,96,West Virginia,M,Indigo,Winter,2.7,No,Express,No,No,28,Credit Card,Fortnightly
41,Masculino,Pantalones,Ropa,36,Vermont,XL,Silver,Winter,4.0,No,Store Pickup,No,No,15,Venmo,Bi-Weekly
35,Masculino,Joyería,Accesorios,27,Indiana,XL,Red,Fall,2.6,No,Store Pickup,No,No,42,Bank Transfer,Fortnightly
67,Masculino,Gafas de Sol,Accesorios,67,Idaho,M,Magenta,Winter,3.5,No,Store Pickup,No,No,20,Debit Card,Quarterly
33,Masculino,Blusa,Ropa,91,Minnesota,S,Purple,Fall,2.8,No,Store Pickup,No,No,16,Bank Transfer,Fortnightly
19,Masculino,Cinturón,Accesorios,62,Wyoming,XL,Beige,Fall,4.5,No,Store Pickup,No,No,47,Cash,Annually
25,Masculino,Pantalones Cortos,Ropa,88,Kansas,XL,White,Fall,3.0,No,Free Shipping,No,No,34,Credit Card,Annually
32,Masculino,Pantalones,Ropa,66,Georgia,M,Teal,Summer,4.4,No,Store Pickup,No,No,30,Credit Card,Weekly
30,Masculino,Sandalias,Calzado,65,Kansas,M,Gray,Fall,4.7,No,Next Day Air,No,No,5,PayPal,Quarterly
18,Masculino,Guantes,Accesorios,25,Nebraska,L,Charcoal,Winter,4.3,No,Standard,No,No,38,Cash,Quarterly
38,Masculino,Cinturón,Accesorios,64,Washington,S,Olive,Spring,4.8,No,Free Shipping,No,No,18,Credit Card,Annually
22,Masculino,Camisa,Ropa,72,Missouri,L,Blue,Spring,4.8,No,Store Pickup,No,No,28,Cash,Annually
40,Masculino,Bufanda,Accesorios,74,Washington,S,Gray,Summer,4.4,No,Next Day Air,No,No,42,Credit Card,Fortnightly
54,Masculino,Guantes,Accesorios,50,Kansas,M,Green,Fall,3.7,No,Free Shipping,No,No,5,Credit Card,Weekly
70,Masculino,Pantalones,Ropa,97,Minnesota,M,Silver,Fall,3.9,No,Express,No,No,50,Venmo,Monthly
52,Masculino,Zapatillas,Calzado,36,Colorado,S,Teal,Spring,3.8,No,Express,No,No,33,Venmo,Fortnightly
34,Masculino,Chaqueta,Ropa ext,49,Utah,M,Beige,Fall,4.1,No,Store Pickup,No,No,1,Credit Card,Weekly
65,Masculino,Zapatos,Calzado,64,North Carolina,L,Lavender,Spring,4.0,No,Store Pickup,No,No,14,Cash,Fortnightly
38,Masculino,Blusa,Ropa,31,Florida,XL,Gray,Summer,4.5,No,Express,No,No,48,Credit Card,Monthly
35,Masculino,Botas,Calzado,66,New Hampshire,S,Yellow,Winter,4.0,No,Express,No,No,26,Cash,Weekly
40,Masculino,Calcetines,Ropa,82,Illinois,M,Gray,Spring,4.5,No,2-Day Shipping,No,No,44,Credit Card,Annually
23,Masculino,Camiseta,Ropa,88,Louisiana,M,Yellow,Winter,2.7,No,Standard,No,No,18,Debit Card,Fortnightly
45,Masculino,Sandalias,Calzado,34,Alabama,S,Black,Summer,3.8,No,Next Day Air,No,No,31,Venmo,Every 3 Months
40,Masculino,Zapatillas,Calzado,84,Florida,L,Beige,Winter,3.8,No,Standard,No,No,18,Debit Card,Weekly
42,Masculino,Joyería,Accesorios,96,Alabama,L,Indigo,Summer,3.8,No,2-Day Shipping,No,No,41,Credit Card,Every 3 Months
57,Masculino,Sandalias,Calzado,71,California,L,Green,Winter,4.3,No,Next Day Air,No,No,18,Debit Card,Every 3 Months
18,Masculino,Chaqueta,Ropa ext,77,Maryland,M,Purple,Summer,3.5,No,Free Shipping,No,No,3,Bank Transfer,Bi-Weekly
18,Masculino,Falda,Ropa,66,Nevada,M,Orange,Spring,3.8,No,Next Day Air,No,No,5,Credit Card,Bi-Weekly
56,Masculino,Camisa,Ropa,21,Massachusetts,M,Teal,Winter,3.7,No,2-Day Shipping,No,No,13,Debit Card,Annually
35,Masculino,Pantalones Cortos,Ropa,37,South Carolina,M,Gold,Summer,4.8,No,2-Day Shipping,No,No,22,PayPal,Annually
49,Masculino,Calcetines,Ropa,90,Delaware,L,Gray,Fall,4.9,No,Free Shipping,No,No,45,PayPal,Fortnightly
49,Masculino,Chaqueta,Ropa ext,96,Hawaii,M,Cyan,Fall,4.3,No,Store Pickup,No,No,39,PayPal,Every 3 Months
34,Masculino,Joyería,Accesorios,37,Florida,L,Teal,Summer,4.4,No,Next Day Air,No,No,18,Venmo,Annually
63,Masculino,Camiseta,Ropa,66,Rhode Island,M,Violet,Winter,3.4,No,Free Shipping,No,No,19,PayPal,Fortnightly
42,Masculino,Guantes,Accesorios,45,Wyoming,XL,Indigo,Spring,4.3,No,Next Day Air,No,No,29,Debit Card,Weekly
41,Masculino,Zapatos,Calzado,89,Colorado,L,Pink,Summer,4.6,No,Store Pickup,No,No,19,Credit Card,Weekly
26,Masculino,Zapatos,Calzado,94,Virginia,L,Gold,Fall,3.8,No,Free Shipping,No,No,22,Debit Card,Monthly
48,Masculino,Zapatos,Calzado,96,Nebraska,S,Maroon,Summer,3.9,No,Express,No,No,21,Bank Transfer,Annually
62,Masculino,Sudadera con Capucha,Ropa,31,Oklahoma,M,Brown,Spring,2.6,No,Store Pickup,No,No,22,PayPal,Monthly
24,Masculino,Cinturón,Accesorios,79,North Dakota,M,Gold,Winter,4.2,No,Store Pickup,No,No,44,PayPal,Every 3 Months
48,Masculino,Abrigo,Ropa ext,39,Michigan,L,Teal,Spring,4.6,No,Store Pickup,No,No,42,Bank Transfer,Quarterly
31,Masculino,Blusa,Ropa,22,California,M,Turquoise,Fall,5.0,No,Standard,No,No,33,Credit Card,Quarterly
41,Masculino,Falda,Ropa,32,Tennessee,L,Olive,Fall,4.2,No,Standard,No,No,6,Bank Transfer,Annually
24,Masculino,Camiseta,Ropa,71,Ohio,L,Cyan,Winter,4.3,No,Store Pickup,No,No,44,Credit Card,Every 3 Months
60,Masculino,Jeans,Ropa,96,Florida,XL,Beige,Spring,3.3,No,Free Shipping,No,No,24,Cash,Annually
38,Masculino,Bufanda,Accesorios,82,Missouri,M,Blue,Fall,4.9,No,Express,No,No,16,PayPal,Quarterly
58,Masculino,Mochila,Accesorios,76,South Carolina,L,Gold,Spring,4.4,No,Standard,No,No,12,Bank Transfer,Fortnightly
53,Masculino,Mochila,Accesorios,22,Arizona,M,Green,Winter,3.1,No,2-Day Shipping,No,No,50,PayPal,Monthly
44,Masculino,Bufanda,Accesorios,40,Indiana,XL,Green,Winter,3.5,No,Store Pickup,No,No,42,Cash,Quarterly
51,Masculino,Sombrero,Accesorios,92,North Dakota,M,Turquoise,Summer,3.9,No,2-Day Shipping,No,No,50,PayPal,Monthly
36,Masculino,Abrigo,Ropa ext,94,Montana,XL,Yellow,Fall,3.9,No,Store Pickup,No,No,10,PayPal,Quarterly
20,Masculino,Vestido,Ropa,44,Missouri,M,Yellow,Fall,4.3,No,Store Pickup,No,No,32,Debit Card,Weekly
32,Masculino,Guantes,Accesorios,49,Kentucky,S,Blue,Spring,3.8,No,Express,No,No,37,Venmo,Weekly
66,Masculino,Suéter,Ropa,26,Georgia,L,Charcoal,Spring,2.7,No,2-Day Shipping,No,No,15,Bank Transfer,Monthly
49,Masculino,Falda,Ropa,38,Kentucky,M,Yellow,Fall,4.4,No,Store Pickup,No,No,27,Credit Card,Annually
27,Masculino,Blusa,Ropa,72,Georgia,L,Purple,Spring,3.5,No,Express,No,No,7,Venmo,Weekly
29,Masculino,Vestido,Ropa,99,Alaska,M,Green,Summer,3.4,No,Free Shipping,No,No,49,PayPal,Quarterly
29,Masculino,Chaqueta,Ropa ext,38,Maine,L,Charcoal,Spring,4.0,No,Standard,No,No,44,PayPal,Monthly
55,Masculino,Abrigo,Ropa ext,96,New Mexico,L,Silver,Winter,4.8,No,Express,No,No,13,PayPal,Bi-Weekly
57,Masculino,Vestido,Ropa,27,New York,L,Turquoise,Spring,4.5,No,Next Day Air,No,No,38,PayPal,Fortnightly
29,Masculino,Pantalones Cortos,Ropa,24,Oklahoma,M,Gray,Winter,4.4,No,Standard,No,No,10,Debit Card,Weekly
31,Masculino,Jeans,Ropa,82,Wyoming,L,Red,Summer,4.1,No,2-Day Shipping,No,No,25,Debit Card,Weekly
25,Masculino,Sombrero,Accesorios,56,Alabama,M,Beige,Summer,4.6,No,Next Day Air,No,No,18,Credit Card,Quarterly
61,Masculino,Guantes,Accesorios,25,Maryland,M,Maroon,Fall,3.8,No,Store Pickup,No,No,6,Cash,Every 3 Months
53,Masculino,Zapatillas,Calzado,67,West Virginia,L,Indigo,Spring,2.9,No,Free Shipping,No,No,35,Bank Transfer,Quarterly
22,Masculino,Zapatos,Calzado,21,Kentucky,M,Red,Summer,2.8,No,Standard,No,No,31,Credit Card,Fortnightly
28,Masculino,Sudadera con Capucha,Ropa,27,Kansas,XL,Maroon,Summer,3.0,No,Store Pickup,No,No,41,Bank Transfer,Annually
18,Masculino,Zapatillas,Calzado,97,Idaho,S,Red,Fall,4.2,No,2-Day Shipping,No,No,8,Credit Card,Annually
44,Masculino,Bolso,Accesorios,45,Ohio,S,Black,Winter,4.1,No,Free Shipping,No,No,34,Credit Card,Fortnightly
32,Masculino,Blusa,Ropa,63,Iowa,XL,Black,Fall,4.1,No,Express,No,No,20,Venmo,Annually
34,Masculino,Cinturón,Accesorios,100,Michigan,L,Pink,Summer,4.6,No,2-Day Shipping,No,No,38,PayPal,Every 3 Months
67,Masculino,Calcetines,Ropa,38,South Dakota,L,Blue,Spring,2.5,No,Store Pickup,No,No,35,Venmo,Quarterly
66,Masculino,Blusa,Ropa,45,Nebraska,L,Green,Summer,3.0,No,Store Pickup,No,No,6,Debit Card,Annually
28,Masculino,Joyería,Accesorios,91,California,M,Orange,Fall,3.8,No,Next Day Air,No,No,50,PayPal,Weekly
70,Masculino,Pantalones Cortos,Ropa,82,Nevada,M,Orange,Fall,4.1,No,Free Shipping,No,No,47,Venmo,Weekly
37,Masculino,Botas,Calzado,48,Kansas,L,Magenta,Winter,3.3,No,Standard,No,No,23,PayPal,Quarterly
28,Masculino,Abrigo,Ropa ext,30,Ohio,M,Indigo,Spring,5.0,No,2-Day Shipping,No,No,13,Credit Card,Quarterly
43,Masculino,Camiseta,Ropa,34,Vermont,S,Beige,Spring,3.8,No,Next Day Air,No,No,31,Debit Card,Monthly
37,Masculino,Suéter,Ropa,68,Georgia,L,Green,Fall,3.3,No,Express,No,No,16,Debit Card,Every 3 Months
54,Masculino,Gafas de Sol,Accesorios,95,Maryland,M,Red,Winter,5.0,No,Express,No,No,40,Debit Card,Annually
50,Masculino,Sombrero,Accesorios,22,Connecticut,L,Beige,Spring,2.9,No,2-Day Shipping,No,No,45,PayPal,Quarterly
46,Masculino,Guantes,Accesorios,88,Washington,M,Green,Fall,2.5,No,Next Day Air,No,No,50,Venmo,Every 3 Months
60,Masculino,Calcetines,Ropa,83,California,M,Orange,Summer,4.7,No,Standard,No,No,1,Bank Transfer,Quarterly
40,Masculino,Bolso,Accesorios,87,Montana,L,Cyan,Spring,2.9,No,2-Day Shipping,No,No,10,Cash,Every 3 Months
64,Masculino,Abrigo,Ropa ext,57,Idaho,M,Violet,Summer,3.7,No,Store Pickup,No,No,48,Credit Card,Every 3 Months
18,Masculino,Abrigo,Ropa ext,88,Pennsylvania,XL,Lavender,Summer,4.4,No,2-Day Shipping,No,No,38,Credit Card,Monthly
37,Masculino,Pantalones,Ropa,20,Maine,L,Turquoise,Winter,2.9,No,Next Day Air,No,No,21,Debit Card,Annually
36,Masculino,Cinturón,Accesorios,39,Montana,L,Pink,Summer,3.6,No,Store Pickup,No,No,38,Venmo,Monthly
51,Masculino,Gafas de Sol,Accesorios,71,New Jersey,S,Beige,Spring,4.8,No,2-Day Shipping,No,No,31,Credit Card,Fortnightly
26,Masculino,Sudadera con Capucha,Ropa,73,Louisiana,L,Silver,Winter,4.7,No,Free Shipping,No,No,9,Debit Card,Fortnightly
68,Masculino,Bolso,Accesorios,63,Maine,M,Gold,Summer,2.6,No,Free Shipping,No,No,47,Cash,Weekly
27,Masculino,Guantes,Accesorios,78,Florida,L,Silver,Winter,3.4,No,Standard,No,No,8,Cash,Bi-Weekly
28,Masculino,Falda,Ropa,96,Missouri,L,Green,Fall,3.5,No,Next Day Air,No,No,30,Debit Card,Annually
